title,year,director,runtime,cast
Good Will Hunting,1997,Gus Van Sant,127,"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen']"
Starlet,2012,Sean Baker,103,"['Dree Hemingway', 'Besedka Johnson', 'Boonee', 'Stella Maeve', 'James Ransone', 'Karren Karagulian', ""Mickey O'Hagen"", 'Asa Akira', 'Victoria Tate', 'Kurt Leitner', 'Nick Santoro', 'Sheri Vecchio', 'Robert Malmuth', 'Justin Boyd', 'Tracy Correll', 'Leo Garcia', 'Hayat Jubrail', 'Jimena Alegre', 'Romina Gilmore', 'Peter Rutledge', 'Zoe Voss', 'Krystle Alexander', 'Jessica Pak', 'Jackie J. Lee', 'Dean Andre', 'Manuel Ferrara', 'Roy Tunnell', 'Dawn Bianchini', 'Edmund C. Pokrzywnicki', 'Dave Bean', 'Eliezer Ortiz', 'Andy Mardiroson', 'Cesar Garcia', 'Heather Wang', 'Helen Yeotis', 'Dale Tanguay', 'Patrick Cunningham', 'Jonathan Stromberg', 'Jamie Lynn Perritt', 'Christine Nelson', 'Chris Bergoch', 'Adam Kolkman', 'Amin Joseph', 'Cammeron Ellis', 'James Frey', 'Blake Ramsey', 'Josh Gibson', 'Phil Alvidrez', 'Joey Rubina', 'Jesus Perez', 'Vanessa Casas', 'Josh Sussman', 'Enrique Espino', 'Raymondo Mendez', ""Weldon 'Red' Johnson"", 'Kaci Starr', 'Lily LaBeau', 'Hend Baghdady', 'Jessi Palmer', 'Cassandra Nix', 'Liz Beebe', 'Tracey Sweet', 'Eric Eckstein', 'Tess Hunt', 'Paul Hansen Kim', 'Eric Eckstein']"
4 Months 3 Weeks and 2 Days,2007,Cristian Mungiu,114,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Cărăuleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu', 'Tania Popa', 'Teodor Corban', 'Eugenia Bosânceanu', 'Mărioara Sterian', 'Georgeta Păduraru Burdujan', 'Geo Dobre', 'Mădălina Ghițescu', 'Cătălina Harabagiu', 'Sânziana Tarța', 'Adina Cristescu', 'Constantin Bojog', 'Cristina Burbuz']"
The Shawshank Redemption,1994,Frank Darabont,142,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore', 'Mark Rolston', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones']"
3 Women,1977,Robert Altman,124,"['Shelley Duvall', 'Sissy Spacek', 'Janice Rule', 'Robert Fortier', 'Ruth Nelson', 'John Cromwell', 'Sierra Pecheur', 'Craig Richard Nelson', 'Maysie Hoy', 'Belita Moreno', 'Leslie Ann Hudson', 'Patricia Ann Hudson', 'Beverly Ross', 'John Davey', 'Carmen Baptiste', 'Mary Carver', 'Dennis Christopher', 'Barrie Youngfellow', 'Bo Byers']"
Ossos,1997,Pedro Costa,94,"['Mariya Lipkina', 'Vanda Duarte', 'Nuno Vaz', 'Isabel Ruth', 'Miguel Sermão', 'Berta Susana Teixeira', 'Inês de Medeiros', 'Anna Carvalho', 'Ana Marta', 'Clotilde Montron', 'Zita Duarte']"
From Dusk Till Dawn,1996,Robert Rodriguez,108,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek Pinault', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff', 'Johnny Vatos Hernandez', 'Aimee Graham', 'Heidi McNeal', 'Ernest M. Garcia', 'Greg Nicotero', 'Cristos', 'Mike Moroff', 'Tia Texada', 'Janine Jordae', 'Ungela Brockman', 'Michelle Berube', 'Michael McKay', 'Jake McKinnon', 'Walter Phelan', 'Wayne Toth', 'Rosalia Hayakawa', 'Cecilia Montiel', 'Annette Harper', 'Lawrence Bender', 'Madison Clark', 'Robert Rodriguez']"
Fat Girl,2001,Catherine Breillat,86,"['Anaïs Reboux', 'Roxane Mesquida', 'Libero De Rienzo', 'Arsinée Khanjian', 'Romain Goupil', 'Laura Betti', 'Albert Goldberg', 'Odette Barrière', 'Ann Matthijsse', 'Pierre Renverseau', 'Jean-Marc Boulanger', 'Frederick Bodin', 'Michel Guillemin', 'Josette Cathalan', 'Claude Sésé', 'Marc Samuel']"
Contempt,1963,Jean-Luc Godard,103,"['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras']"
Code Unknown,2000,Michael Haneke,118,"['Juliette Binoche', 'Thierry Neuvic', 'Josef Bierbichler', 'Alexandre Hamidi', 'Maimouna Hélène Diarra', 'Ona Lu Yenke', 'Djibril Kouyaté', 'Luminița Gheorghiu', 'Crenguța Hariton', 'Bob Nicolescu', 'Bruno Todeschini', 'Paulus Manker', 'Didier Flamand', 'Walid Afkir', 'Maurice Bénichou', 'Carlo Brandt', 'Philippe Demarle', 'Marc Duret', 'Arsinée Khanjian', 'Florence Loiret Caille', 'Nathalie Richard', 'Andrée Tainsy', 'Malick Bowens', 'Féodor Atkine', 'Laurent Suire', 'Jean-Yves Chatelais', 'Guessi Diakite-Goumdo', 'Tsuyu Shimizu', 'Ioan Marian Boris', 'Monica Popa', 'Ada Navrot', 'Giba Gonçalves', 'Dominique Douret', 'Antoine Mathieu', 'Constantin Bărbulescu', 'Domeke Meite', 'Aïssa Maïga', 'Marany Fofana', 'Costel Cașcaval', 'Sandu Mihai Gruia', 'Daniel Dublet', 'Boris Napes', 'Isabelle Pietra', 'Cristina Ioanidis', 'Ion Haiduc', 'Guillaume Morvilliers', 'Pascal Loison']"
Nashville,1975,Robert Altman,160,"['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black', 'Ronee Blakley', 'Timothy Brown', 'Keith Carradine', 'Geraldine Chaplin', 'Robert DoQui', 'Shelley Duvall', 'Allen Garfield', 'Henry Gibson', 'Scott Glenn', 'Jeff Goldblum', 'Barbara Harris', 'David Hayward', 'Michael Murphy', 'Allan F. Nicholls', 'Dave Peel', 'Cristina Raines', 'Bert Remsen', 'Lily Tomlin', 'Gwen Welles', 'Keenan Wynn', 'James Dan Calvert', 'Donna Denton', 'Merle Kilgore', 'Carol McGinnis', 'Sheila Bailey', 'Patti Bryant', 'Richard Baskin', 'Jonnie Barnett', 'Vassar Clements', 'Sue Barton', 'Elliott Gould', 'Julie Christie', 'Steve Earle', 'Gailard Sartain', 'Joan Tewkesbury']"
Geri's Game,1997,Jan Pinkava,4,['Bob Peterson']
I Want You Back,2022,Jason Orley,117,"['Charlie Day', 'Jenny Slate', 'Scott Eastwood', 'Gina Rodriguez', 'Manny Jacinto', 'Clark Backo', 'Luke David Blumm', 'Mason Gooding', 'Dylan Gelula', 'Isabel May', 'Pete Davidson', 'Giselle Torres', 'Quinn Cooke', 'Claudia Rocafort', 'Kysen Acevedo', 'Jami Gertz', 'Lauren Halperin', 'Thy Bui', 'Braxton Alexander', 'Betsy Sligh', 'Franco Castan', 'Jessi Goei', 'Saya Watkins', 'Manny Magnus', 'Marco Schittone', 'Polly Craig', 'Lynne Ashe', 'Yannis Kitas', 'Ben McKenzie', 'Spencer Murrill', 'Austin Seifert', 'Kenneth Rouché', 'Ava Ann Gale', 'Chloe Camp', 'Linda D Gaines', 'Julian Williams']"
All Quiet on the Western Front,2022,Edward Berger,147,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus', 'Adrian Grünewald', 'Edin Hasanović', 'Daniel Brühl', 'Thibault de Montalembert', 'Devid Striesow', 'Andreas Döhler', 'Sebastian Hülk', 'Luc Feit', 'Michael Wittenborn', 'Michael Stange', 'Sascha Nathan', 'Tobias Langhoff', 'Anton von Lucke', 'Michael Pitthan', 'Joe Weintraub', 'Charles Morillon', 'Gabriel Dufay', 'Dan Brown', 'Philipp Schenker', 'Cyril Dobrý', 'Sebastian Jacques', 'Gregory Gudgeon', 'Cyril Čechák', 'Jakob Schmidt', 'Felix von Bredow', 'Martin Dostál', 'Marek Simbersky', 'Jakob Diehl', 'Friedrich Berger', 'Anthony Paliotti', 'Radek Brodil', 'Jonathan Henault', 'Nico Ehrenteit', 'Hendrik Heutmann', 'Daniel-Frantisek Kamen', 'Tomáš Čapek', 'Markus Tomczyk', 'Emil Rothermel', 'Wolf Danny Homann', 'Michal Závodský', 'Nicolas Prokop', 'Jacob Zacharias Eckstein', 'Adam Mensdorff', 'Peter Sikorski', 'Alžběta Malá', 'Andrea Zatloukalová', 'Thomas Zielinski', 'Tomáš Weber', 'Samuel Neduha', 'Martin Němec', 'Tomáš Merkl']"
The French as Seen by…,1988,Luigi Comencini,76,"['Ève Ruggieri', 'Jean Clemente', 'Claude Josse', 'Barbara Hendricks', 'Harry Dean Stanton', 'Frederic Golchan', 'Tracey Walter', 'Jack Nance', 'Michael Horse', 'Rick Guillory', 'Marie Lauren', 'Patrick Houser', 'Eddy Dixon', 'Magali Alvarado', 'Ann Sophie', 'Robin Summers', 'Kathy Dean', 'Leslie Cook', 'Manette LaChance', 'Kelly Redusch', 'Ruggiero Raimondi', 'Joseph Czapski', 'Kenzo Takada', 'Cristina Comencini', 'Francesca Comencini', 'Yehudi Menuhin', 'André Marcon', 'Hanns Zischler', 'Catherine Aymerie', 'Pierre Amoyal', 'Michel Radic', 'Luc Briffod', 'Laurent Rohrbach', 'Gilles Laeser', 'Laurence Nanzer', 'Damien Nanzer']"
Green Book,2018,Peter Farrelly,130,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']"
Fire of Love,2022,Sara Dosa,93,"['Miranda July', 'Katia Krafft', 'Maurice Krafft', 'Alka Balbir', 'Guillaume Tremblay', 'Mezi Atwood']"
Summer Game Fest 2022,2022,Alan Smithee,110,"['Geoff Keighley', 'Troy Baker', 'Dwayne Johnson', 'Roger Clark', 'Ashley Johnson']"
Women Talking,2022,Sarah Polley,104,"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Judith Ivey', 'Ben Whishaw', 'Sheila McCarthy', 'Kate Hallett', 'Michelle McLeod', 'Liv McNeil', 'August Winter', 'Frances McDormand', 'Emily Mitchell', 'Kira Guloien', 'Shayla Brown', 'Eli Ham', 'Lochlan Ray Miller', 'Vivien Endicott Douglas', 'Nathaniel McParland', 'Marcus Craig', 'Will Bowes', 'Emily Drake', 'Caroline Gillis', 'Shannon Widdis']"
The Fabelmans,2022,Steven Spielberg,151,"['Gabriel LaBelle', 'Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Judd Hirsch', 'David Lynch', 'Jeannie Berlin', 'Julia Butters', 'Keeley Karsten', 'Sam Rechner', 'Mateo Zoryan Francis-DeFord', 'Chloe East', 'Isabelle Kusman', 'Robin Bartlett', 'Oakes Fegley', 'Sophia Kopera', 'Birdie Borria', 'Alina Brace', 'Chandler Lovelle', 'Gustavo Escobar', 'Nicolas Cantu', 'Cooper Dodson', 'Gabriel Bateman', 'Stephen Matthew Smith', 'Lane Factor', 'James Urbaniak', 'Alex Quijano', 'Kalama Epstein', 'Connor Trinneer', 'Greg Grunberg', 'Jan Hoag', 'Carlos Javier Castillo', 'Ezra Buzzington', 'Paul Chepikian', 'Brinly Marum', 'Mason Bumba', 'Mary M. Flynn', 'Adriel Porter', 'Tia Nalls', 'Larkin Campbell', 'Harper Dustin', 'Crystal the Monkey', 'Art Bonilla', 'Meredith VanCuyk', 'Nicole Alicia Xavier', 'Vera Myers', 'Cody Mitchell', 'Caroline Anna-Kaye Green', 'Rob Shiells', 'Julyah Rose', 'April Elize', 'Jonathan Moorwood', 'Ari Davis', 'Jared Becker', 'Kendal Evans', 'Trang Vo', 'Alejandro Fuenzalida', 'Orion Hunter', 'Samantha Rose Gomez', 'Taylor Hall', 'Sarah Hamilton', 'Paige Locke', 'Marissa McBride', 'Malachi Mickelonis']"
All the Beauty and the Bloodshed,2022,Laura Poitras,122,"['Nan Goldin', 'Marina Berio', 'David Wojnarowicz', 'Cookie Mueller', 'Noemi Bonazzi', 'Harry Cullen', 'Megan Kapler', 'Annatina Miescher', 'Mike Quinn', 'Patrick Radden Keefe', 'Darryl Pinckney', 'Maggie Smith', 'David Velasco', 'Alexis Pleus', 'Robert Suarez', 'David Armstrong', 'Barbara Goldin', 'Sharon Niesp', 'Arthur Sackler', 'John Waters', 'David Sackler', 'Theresa Sackler', 'Richard Sackler', 'Leonard Bernstein']"
Please Baby Please,2022,Amanda Kramer,95,"['Andrea Riseborough', 'Harry Melling', 'Demi Moore', 'Karl Glusman', 'Ryan Simpkins', 'Cole Escola', 'Jaz Sinclair', 'Alisa Torres', 'Karim Saleh', 'Jake Choi', ""Matt D'Elia"", 'Jake Sidney Cohen', 'Yedoye Travis', 'Marquis Rodriguez', 'Dana Ashbrook', 'Mary Lynn Rajskub', 'Dalton Weaver']"
M. Butterfly,1993,David Cronenberg,101,"['Jeremy Irons', 'John Lone', 'Barbara Sukowa', 'Ian Richardson', 'Annabel Leventon', 'Shizuko Hoshi', 'Richard McMillan', 'Vernon Dobtcheff', 'David Hemblen', 'Damir Andrei', 'Antony Parr', 'Margaret Ma', 'Tristram Jellinek', 'Philip McGough', 'David Neal', 'Sean Hewitt', 'Peter Messaline', 'Michael Mehlmann', 'Barbara Chilcott', 'George Jonas', 'Carl Zvonkin', 'Viktor Fülöp', 'Cadman Chui', 'María Teresa Uribe', 'Harriet Chung', 'Monica Gan', 'Ayumi Komoda', 'Tammy Lok', 'Tracey Oh', 'Carly Wong']"
You Were Never Really Here,2017,Lynne Ramsay,89,"['Joaquin Phoenix', 'Judith Roberts', 'Ekaterina Samsonov', 'John Doman', 'Alex Manette', 'Dante Pereira-Olson', 'Alessandro Nivola', 'Larry Canady', 'Vinicius Damasceno', 'Neo Randall', 'Frank Pando', 'Edward Latham', 'Claire Hsu', 'Denis Ozer', 'Tia-Sophia Begh', 'Lucy Lan Luo', 'Annie Mac-Yang', 'Lilian Tsang', 'He Mengqi', 'Rose De Vera', 'Tian-Lan Chaudhry', 'Ryan Martin Brown', 'Ace Ramsey', 'Silvia Pena', 'Jason Babinsky', 'Jonathan Wilde', 'Ronan Summers', 'Kate Easton', 'Scott Price', 'Novella Nelson', 'Madison Arnold', 'Leigh Dunham', 'Joseph Anthony Jerez', 'Jalina Mercado', 'Sophie Piedras', 'Christian Reeve', 'Oleg Ossayenko', 'Cristina Dohmen']"
No Country for Old Men,2007,Ethan Coen,122,"['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol']"
Long Train Running: A History of the Oakland Blues,1981,Peter Webster,29,['J.P. Phillips']
The Last Five Years,2014,Richard LaGravenese,94,"['Anna Kendrick', 'Jeremy Jordan', 'Natalie Knepp', 'Bettina Bresnan', 'Marceline Hugot', 'Rafael Sardina', 'Allison Macri', 'Alan Simpson', 'Nic Novicki', 'Tamara Mintz', 'Cassandra Inman', 'Meg Hudson', 'Laura Harrier', 'Cat Lynch', 'Kate Meltzer', 'Emma Meltzer', 'Charly Bivona', 'Alex Stebbins', 'Lily LaGravenese', 'Betina Joly', 'Upa Inspace', 'Lisa Herring', 'Nina Ordman', 'Wade Dooley', 'Ashley Spencer', 'Danielle Kaye']"
Holy Motors,2012,Leos Carax,115,"['Denis Lavant', 'Edith Scob', 'Eva Mendes', 'Kylie Minogue', 'Élise Lhomeau', 'Jeanne Disson', 'Michel Piccoli', 'Leos Carax', 'Nastya Golubeva Carax', 'Reda Oumouzoune', 'Zlata', 'Geoffrey Carey', 'Annabelle Dexter-Jones', 'Élise Caron', 'Corinne Yam', 'Julien Prévost', 'Ahcène Nini', 'Laurent Lacotte', 'David Stanley Phillips', 'Matthew Gledhill', 'Hanako Danjo', 'Big John', 'Pierre Marcoux', 'Bastien Bernini', 'Elliot Simon', 'Quentin Auvray', 'Bertrand Cantat', 'Alexandre Leitão', 'David Nzavotunga Kiala', 'Johann Riche', 'Clément Robin', 'Yao Dembele', 'Yves Abadi', 'Miguel Saboga', 'Grégoire Simon', 'Viviane Arnoux', 'Hugo Boulesteix', 'Eloi Miehe', 'Michel Delahaye', 'Leslie Palanker', 'Camille Rutherford', 'Adrien Guitton', 'Johanna Nizard', 'Kester Lovelace', 'Sonia Brahim', 'Aurélia Jurca', 'William Blair', 'Alex Moreu Garriga', 'Zara Broughton', 'Charles-Alexandre Dubé', 'Fabien Hagège', 'François Rimbau']"
In the Mood for Love,2000,Wong Kar-wai,99,"['Tony Leung Chiu-wai', 'Maggie Cheung', 'Rebecca Pan', 'Kelly Lai Chen', 'Siu Ping-lam', 'Chin Tsi-Ang', 'Joe Cheung Tung-cho', 'Ku Jin-Hwa', 'Chan Man-Lei', 'Paulyn Sun', 'Roy Cheung', 'Julien Carbon', 'Charles de Gaulle', 'Laurent Courtiaud']"
Jodorowsky's Dune,2013,Frank Pavich,90,"['Alejandro Jodorowsky', 'H. R. Giger', 'Brontis Jodorowsky', 'Nicolas Winding Refn', 'Amanda Lear', 'Richard Stanley', 'Devin Faraci', 'Michel Seydoux', 'Chris Foss', 'Drew McWeeny', 'Gary Kurtz', ""Diane O'Bannon"", 'Jean-Paul Gibon', 'Jean-Pierre Vignau', ""Dan O'Bannon"", 'Orson Welles', 'David Carradine', 'Salvador Dalí', 'Jean Giraud', 'Douglas Trumbull']"
Training Day,2001,Antoine Fuqua,122,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger', 'Harris Yulin', 'Raymond J. Barry', 'Cliff Curtis', 'Dr. Dre', 'Snoop Dogg', 'Eva Mendes', 'Macy Gray', 'Charlotte Ayanna', 'Nick Chinlund', 'Jaime Gomez', 'Raymond Cruz', 'Noel Gugliemi', 'Samantha Esteban', 'Richard Browner', 'Ronald Ellis', 'William English', 'Kyjel N. Jolly', 'Fran Kranz', 'Janeen Krikorian', 'Princera Lee', 'Seidy López', 'Robert Leon', 'Kenneth Allen Madden', 'Sarah Danielle Madison', 'Chris Patterson', 'Rudy Perez', 'Darrell Sellers', 'Ben Skorstad', 'Cle Shaheed Sloan', 'Brett Sorenson', 'Abel Soto', 'Will Stewart', 'Denzel Whitaker', 'Garland Whitt', 'David Ayer', 'Jon A. Barnes', 'Greg Bronson', 'Michael Ray Clark', 'Terry Crews', 'Namrata Singh Gujral', 'Peter Greene', 'Gary Rodriguez', 'Vince Romo', 'Julie Stranahan', 'Nancy Young', 'George Meyers']"
Modern Times,1936,Charlie Chaplin,87,"['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver', 'Norman Ainsley', 'Bobby Barber', 'Heinie Conklin', 'Gloria DeHaven', 'Pat Flaherty', 'Chuck Hamilton', 'Pat Harmon', 'Lloyd Ingraham', 'Walter James', 'Jack Low', 'Buddy Messinger', 'Bruce Mitchell', 'Frank Moran', 'James C. Morton', 'Louis Natheaux', 'J. C. Nugent', 'Russ Powell', 'John Rand', 'Harry Wilson']"
We Bare Bears: The Movie,2020,Daniel Chong,69,"['Eric Edelstein', 'Bobby Moynihan', 'Demetri Martin', 'Marc Evan Jackson', 'Keith Ferguson', 'Rick Zieff', 'Amber Liu', 'Sam Lavagnino', 'Max Mitchell', 'Jason Lee', 'Patton Oswalt', 'Charlyne Yi', 'Mel Rodriguez', 'Cameron Esposito', 'Ellie Kemper', 'Travina Springer', 'Sarah Sobole', 'Josh Cooley', 'Jimmy O. Yang', 'Fabrizio Guido', 'James Trevena', 'Brian T. Stevenson', 'Peter Jessop', 'Daniel Chong', 'Ben Diskin', 'Ace Gibson', 'Grey DeLisle', 'Manny Hernandez', 'Maggie Lowe', 'Edi Patterson', 'Kevin Michael Richardson', 'Stephanie Sheh', 'Erin Fitzgerald']"
The Miseducation of Cameron Post,2018,Desiree Akhavan,92,"['Chloë Grace Moretz', 'John Gallagher Jr.', 'Sasha Lane', 'Forrest Goodluck', 'Jennifer Ehle', 'Marin Ireland', 'Owen Campbell', 'Kerry Butler', 'Quinn Shephard', 'Emily Skeggs', 'Melanie Ehrlich', 'Isaac Jin Solstein', 'Dalton Harrod', 'Steven Hauck', 'McCabe Slye', 'Dale Soules', 'Christopher Dylan White', 'Andre B. Blake', 'Nick Covell', 'Cerrone May', 'Joshua Thomas', 'Shelby L. Collete', 'Francesca Noel', 'Jack Dorado', 'Peter Heller', 'Christina Karabiyik', 'Chloe Roe', 'Joyce Hausermann', 'Seamus Boyle', 'Niko Rodriguez', 'Billy Brannigan', 'Anthony Krueger', 'Paul Evans', 'John Kruppa', 'Alexandra Imbrosci-Viera', 'Padraig Bond', 'Lauren Anderson', 'Morgan Camara', 'Phoebe Camara', 'Malachi Tunison', 'Anjelina King', 'Kim Emerson', 'Justin Stowell', 'Tanis Parenteau', 'Kalen Goodluck', 'Sheldon Raymore', 'Gabrielle Vassor', 'Gina DeLong', 'Debbie Vogel', 'Kat Gonzalez', 'Joseph K. Bevilacqua', 'Jeff Marocchi', 'Emily Bielagus', 'Sid Solomon', 'Reba Hasko', 'Jack Reilly', 'Justin Denis']"
Stereo (Tile 3B of a CAEE Educational Mosaic),1969,David Cronenberg,63,"['Ronald Mlodzik', 'Jack Messinger', 'Iain Ewing', 'Clara Mayer', 'Paul Mulholland', 'Arlene Mlodzik', 'Glenn McCauley']"
Auto Focus,2002,Paul Schrader,104,"['Greg Kinnear', 'Willem Dafoe', 'Rita Wilson', 'Maria Bello', 'Ron Leibman', 'Kurt Fuller', 'Ed Begley Jr.', 'Michael E. Rodgers', 'Michael McKean', 'Christopher Neiman', 'Bruce Solomon', 'Lyle Kanouse', 'Donna Marie Recco', 'Cheryl Lynn Bowers', 'Don McManus', 'Sarah Uhrich', 'Amanda Niles', 'Kelly Packard', 'Jeff Harlan', 'Kevin Kilner', 'Kevin Beard', 'Joe Grifasi', 'Vyto Ruginis', 'Nikita Ager', 'Alex Meneses', 'Cassie Townsend', 'Amber Griebel', 'Hannah Feldner-Shaw', 'Robert David Crane', 'Arden Myrin', 'Joseph D. Reitman', 'Kitana Baker', 'Gibby Brand', 'Katie Lohmann', 'Roderick McCarthy', 'Catherine Dent', 'John Kapelos', 'Shawn Reaves', 'Michael Tachovsky', 'Bruce Bauer', 'Marieh Delfino', 'Teri Geary', 'Jade Ruggiero', 'Zen', 'Zero', 'Owen Masterson', 'Bill Marinella', 'Jennifer Piper', 'Kelly K.C. Quann', 'Danielle Petty', 'Jennifer Coffmon', 'Christopher Hagard', 'Jacob Hagard', 'Alicia Allain', 'John Churchill', 'Kate Clarke', 'H.R. Haldeman', 'Evis Xheneti', 'Shelley Coleman-Hiestad']"
Venice 70: Future Reloaded,2013,Luca Severi,120,"['Bernardo Bertolucci', 'Haile Gerima', 'Jessica Alexander', 'Lola Créton', 'Shota Sometani']"
Untitled: New Blue,1995,Paul Schrader,5,"['Paul Schrader', 'Manny Farber']"
